X,Y,OBJECTID,TREEID,STATUS,HEIGHT,SPREAD,DIAMETER,NOTES,SCIENTIFIC,COMMON,STATE_ID,SITE_ADDRESS,Date_Height,Date_Spread,CIRCUMF,Date_Circumference,YEAR_Designated,DATE_DESIG,Ownership,LAT,LON,Delist_Date,Delist_Ordinance,Delist_Reason,Neighborhood,Vol_Inspection,Native,Site_Notes,Ordinance,County_Rec
-122.674166068186494,45.497962927757726,79,72,Removed,55,60,36,west side between SW Curry St and SW Whitaker St.  Removed due to advanced root decay,Castanea sativa,Spanish chestnut,1S1E10BD  1300,3435 SW HOOD AVE,,,9.3,,1995,1995-11-29T00:00:00.000Z,Right Of Way,45.49795727,-122.67415185,,,,,,,,,
-122.706039247579582,45.527833513960431,80,73,Heritage,40,54,25,This tree is a male Ginko.,Ginkgo biloba,Ginkgo,1N1E32AD  8500,662 NW MELINDA AVE,,,6.5,,1995,1995-11-29T00:00:00.000Z,"Private, Front Yard",45.52782786,-122.70602502,,,,,,,,,
-122.627148267775254,45.462390099785146,81,74,Heritage,80,60,56,south side between SW 33rd Ave and SW 36th Ave,Castanea sativa,Spanish chestnut,1S1E24DC  5201,3436 SE JOHNSON CREEK BLVD,,,14.6,,1995,1995-11-29T00:00:00.000Z,Private (Public Easement?),45.46238444,-122.62713406,,,,,,,,,
-122.70742326307321,45.48943506990306,82,75,Heritage,95,105,65,"This tree is on the east side of the lot, north of SW Sunset Blvd.",Quercus garryana,Oregon white oak,1S1E17AA  6000,4620 SW 29TH PL,,,16.9,,1996,1996-04-03T00:00:00.000Z,"Private, Front Yard",45.48942941,-122.70740904,,,,,,,,,
-122.718952067156422,45.582686247267993,83,76,Heritage,54,41,32,north side between N Courtney Ave and N Haven Av,Cornus nuttallii,Pacific dogwood,1N1E08CB  900,5009 N GIRARD ST,2016-03-01T00:00:00.000Z,2106-03-01T00:00:00.000Z,8.3,,1996,1996-04-03T00:00:00.000Z,City of Portland (Right of Way),45.58268059,-122.71893783,,,,,,,,,
-122.719074980043501,45.582351826713136,84,77,Heritage,47,33,30,"This tree is around the corner on this lot, on Girard.",Cornus nuttallii,Pacific dogwood,1N1E08CB  14100,7817 N HAVEN AVE,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,7.75,2016-03-01T00:00:00.000Z,1996,1996-04-03T00:00:00.000Z,City of Portland (Right of Way),45.58234617,-122.71906074,,,,,,,,,
-122.617303280233614,45.565932247467664,85,78,Heritage,50,79,49,This tree is not visible from the street.,Juglans regia,English walnut,1N2E18CC  2200,5941 NE 45TH AVE,,2016-03-01T00:00:00.000Z,12.7,2016-03-01T00:00:00.000Z,1996,1996-04-03T00:00:00.000Z,"Private, Side Yard",45.56592658,-122.61728906,,,,,,,,,
-122.640397626800251,45.551548936943469,86,79,Heritage,60,95,42,This tree was brought from California on a flat-bed truck in the 1920s and planted by Thomas Autzen at his house.,Quercus chrysolepis,Canyon live oak,1N1E24CC  3700,2425 NE ALAMEDA ST,,,11.1,,1996,1996-04-03T00:00:00.000Z,"Private, Side Yard",45.55154327,-122.6403834,,,,,,,,,
-122.651326840465629,45.542093124554036,87,80,Heritage,35,45,20,"This is one of a line 5 Heritage Wingnuts in front of the Church, along NE Knott St. They are numbered starting at NE 14th Ave, #80 being at 14th and #84 being at 15th.",Pterocarya fraxinifolia,Caucasian wingnut,1N1E26AC  6900,2737 NE 15TH AVE,,,5.2,,1996,1996-04-03T00:00:00.000Z,Right Of Way,45.54208746,-122.65131262,,,,,,,,,
-122.651160179624227,45.542100644982106,88,81,Heritage,35,45,20,"This is one of a line 5 Heritage Wingnuts in front of the Church, along NE Knott St. They are numbered starting at NE 14th Ave, #80 being at 14th and #84 being at 15th.",Pterocarya fraxinifolia,Caucasian wingnut,1N1E26AC  6900,2737 NE 15TH AVE,,,5.2,,1996,1996-04-03T00:00:00.000Z,Right Of Way,45.54209498,-122.65114596,,,,,,,,,
-122.650956853146184,45.542094849099705,89,82,Heritage,35,45,20,"This is one of a line 5 Heritage Wingnuts in front of the Church, along NE Knott St. They are numbered starting at NE 14th Ave, #80 being at 14th and #84 being at 15th.",Pterocarya fraxinifolia,Caucasian wingnut,1N1E26AC  6900,2737 NE 15TH AVE,,,5.2,,1996,1996-04-03T00:00:00.000Z,Right Of Way,45.54208919,-122.65094263,,,,,,,,,
-122.650771856791508,45.542095851991263,90,83,Heritage,35,45,24,"This is one of a line 5 Heritage Wingnuts in front of the Church, along NE Knott St. They are numbered starting at NE 14th Ave, #80 being at 14th and #84 being at 15th.",Pterocarya fraxinifolia,Caucasian wingnut,1N1E26AC  6900,2737 NE 15TH AVE,,,6.28,,1996,1996-04-03T00:00:00.000Z,Right Of Way,45.54209019,-122.65075763,,,,,,,,,
-122.650247834451989,45.542087105945825,91,84,Heritage,35,48,24,"This is one of a line 5 Heritage Wingnuts in front of the Church, along NE Knott St. They are numbered starting at NE 14th Ave, #80 being at 14th and #84 being at 15th.",Pterocarya fraxinifolia,Caucasian wingnut,1N1E26AC  6900,2737 NE 15TH AVE,,,6.15,,1996,1996-04-03T00:00:00.000Z,Right Of Way,45.54208144,-122.65023361,,,,,,,,,
-122.650066134016114,45.542094645878919,92,85,Heritage,55,57,25,"This is one of a line 4 Heritage Wingnuts across the street from the Church, along NE Knott St. They are numbered starting at NE 14th Ave, #85 being at 14th and #88 being at 15th.",Pterocarya fraxinifolia,Caucasian wingnut,1N1E26AC  19000,1408 NE KNOTT ST,,,6.67,,1996,1996-04-03T00:00:00.000Z,Right Of Way,45.54208898,-122.65005191,,,,,,,,,
-122.649792006818927,45.542087675970826,93,86,Heritage,50,45,23,"This is one of a line 4 Heritage Wingnuts across the street from the Church, along NE Knott St. They are numbered starting at NE 14th Ave, #85 being at 14th and #88 being at 15th.",Pterocarya fraxinifolia,Caucasian wingnut,1N1E26AC  19000,1408 NE KNOTT ST,,,6.02,,1996,1996-04-03T00:00:00.000Z,Right Of Way,45.54208201,-122.64977778,,,,,,,,,
-122.649624156608112,45.542092881066559,94,87,Heritage,50,45,20,"This is one of a line 4 Heritage Wingnuts across the street from the Church, along NE Knott St. They are numbered starting at NE 14th Ave, #85 being at 14th and #88 being at 15th.",Pterocarya fraxinifolia,Caucasian wingnut,1N1E26AC  19000,1408 NE KNOTT ST,,,5.2,,1996,1996-04-03T00:00:00.000Z,Right Of Way,45.54208722,-122.64960993,,,,,,,,,
-122.649244344414399,45.542084785579036,95,88,Heritage,41,45,20,"This is one of a line 4 Heritage Wingnuts across the street from the Church, along NE Knott St. They are numbered starting at NE 14th Ave, #85 being at 14th and #88 being at 15th.",Pterocarya fraxinifolia,Caucasian wingnut,1N1E26AC  19000,1408 NE KNOTT ST,,,5.2,,1996,1996-04-03T00:00:00.000Z,Right Of Way,45.54207912,-122.64923012,,,,,,,,,
-122.645881408621833,45.53760246100903,96,89,Heritage,90,99,49,This tree was planted as a seedling in 1904.,Quercus prinus,Chestnut oak,1N1E26DA  15800,1927 NE TILLAMOOK ST,,,12.82,,1996,1996-04-03T00:00:00.000Z,"Private, Front Yard",45.5375968,-122.64586719,,,,,,,,,
-122.622032102619087,45.524318304033692,97,90,Heritage,123,92,80,north side between NE 39th Ave and NE 41st Ave,Populus x canadensis,Carolina poplar,1N1E36DA  5900,3945 NE COUCH ST,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,21,2016-03-01T00:00:00.000Z,1996,1996-04-03T00:00:00.000Z,Right Of Way,45.52431264,-122.62201789,,,,,,,,,
-122.640031328861667,45.505939134103286,98,91,Heritage,65,75,56,This tree is only partially visible from the street.,Quercus coccinea,Scarlet oak,1S1E01CC  16000,2502 SE SHERMAN ST,,,14.7,,1996,1996-04-03T00:00:00.000Z,"Private, Rear Yard",45.50593347,-122.64001712,,,,,,,,,
-122.641994314844126,45.509760432261814,99,92,Removed,60,72,49,east side between SE Market St and SE Stephens St,Quercus rubra,Northern red oak,1S1E02DA  11400,1824 SE 23RD AVE,,,12.7,,1996,1996-04-03T00:00:00.000Z,Right Of Way,45.50975477,-122.6419801,,,,,,,,,
-122.642130256896081,45.509811737539707,100,93,Removed,60,72,49,east side between SE Market St and SE Stephens St,Quercus rubra,Northern red oak,1S1E02DA  11400,1824 SE 23RD AVE,,,12.7,,1996,1996-04-03T00:00:00.000Z,Right Of Way,45.50980608,-122.64211604,,,,,,,,,
-122.642134265178868,45.509917999209485,101,94,Removed,60,72,49,east side between SE Market St and SE Stephens St,Quercus rubra,Northern red oak,1S1E02DA  11400,1824 SE 23RD AVE,,,12.7,,1996,1996-04-03T00:00:00.000Z,Right Of Way,45.50991234,-122.64212005,,,,,,,,,
-122.64213666547731,45.510032365817516,102,95,Removed,60,72,49,east side between SE Market St and SE Stephens St,Quercus rubra,Northern red oak,1S1E02DA  11400,1824 SE 23RD AVE,,,12.7,,1996,1996-04-03T00:00:00.000Z,Right Of Way,45.5100267,-122.64212245,,,,,,,,,
-122.642139014571768,45.510145388159337,103,96,Removed,60,72,49,east side between SE Market St and SE Stephens St,Quercus rubra,Northern red oak,1S1E02DA  11400,1824 SE 23RD AVE,,,12.7,,1996,1996-04-03T00:00:00.000Z,Right Of Way,45.51013973,-122.6421248,,,,,,,,,
-122.652655181072859,45.509650340236767,104,97,Heritage,15,18,15,This tree is on the corner of SE Larch Ave and SE Mulberry Ave.,Rhododendron ponticum,Ponticum rhododendron,1S1E02CA  7800,1905 SE LARCH AVE,,,4,,1996,1996-04-03T00:00:00.000Z,"Private, Front Yard",45.50964468,-122.65264096,,,,,,,,,
-122.695504432951481,45.520475876285126,105,98,Heritage,55,63,24,,Aesculus glabra,Ohio buckeye,1N1E33CD  5300,2160 SW MAIN ST,,,6.25,,1996,1996-04-03T00:00:00.000Z,Right Of Way,45.52047022,-122.69549021,,,,,,,,,
-122.644472670593288,45.515277691355386,106,99,Removed,60,80,77,north side between SE 21st Ave and SE 22 Ave,Acer saccharinum,Silver maple,1S1E02AD  3400,2105 SE TAYLOR ST,,,20.1,,1996,1996-07-05T00:00:00.000Z,Right Of Way,45.51527203,-122.64445845,,,,,,,,,
-122.655584673452651,45.468656651869644,107,100,Heritage,65,45,46,This is the west tree in a pair at this address.  The pair is on north side between SE 9th Ave and SE 11th Ave,Aesculus hippocastanum,Common horsechestnut,1S1E23BD  15300,1013 SE LAMBERT ST,,,12,,1996,1996-07-05T00:00:00.000Z,Right Of Way,45.46865099,-122.65557046,,,,,,,,,
-122.655670899143502,45.468653551069075,108,101,Heritage,65,45,55,This is the east tree in a pair at this address.  The pair is on north side between SE 9th Ave and SE 11th Ave.,Aesculus hippocastanum,Common horsechestnut,1S1E23BD  15300,1013 SE LAMBERT ST,,,14.3,,1996,1996-07-05T00:00:00.000Z,Right Of Way,45.46864789,-122.65565669,,,,,,,,,
-122.739416240894244,45.490134797753051,109,102,Heritage,45,90,71,east side south of SW Hamilton St,Ulmus X hollandica 'Vegeta',American elm,1S1E18BB  200,4534 SW 60TH PL,,,18.6,,1996,1996-07-05T00:00:00.000Z,"Private, Front Yard",45.49012915,-122.73940201,,,,,,,,,
-122.641171049310401,45.532706968354525,110,103,Heritage,125,67,58,"This is the south tree in a pair of Heritage Tulip Trees at this location, they are on 24th Ave.",Liriodendron tulipifera,Tulip tree,1N1E36BB  6900,2404 NE CLACKAMAS ST,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,15.2,2016-03-01T00:00:00.000Z,1996,1996-07-05T00:00:00.000Z,Right Of Way,45.5327013,-122.64115683,,,,,,,,,
-122.641169078406691,45.532598837356801,111,104,Heritage,100,74,55,"This is the north tree in a pair of Heritage Tulip Trees at this location, they are on 24th Ave.",Liriodendron tulipifera,Tulip tree,1N1E36BB  6900,2404 NE CLACKAMAS ST,,,14.5,,1996,1996-07-05T00:00:00.000Z,Right Of Way,45.53259317,-122.64115486,,,,,,,,,
-122.639942095611261,45.531489258526285,112,105,Heritage,62,37,41,"This tree is on the north side of the lot, between NE 24th Ave and NE 26th Ave.",Acer campestre,Hedge maple,1N1E36BB  11400,2517 NE MULTNOMAH ST,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,10.7,2016-03-01T00:00:00.000Z,1996,1996-07-05T00:00:00.000Z,Right Of Way,45.53148359,-122.63992788,,,,,,,,,
-122.639862038651444,45.531490749303039,113,106,Heritage,72,47,41,"This tree is on the north side of the lot, between NE 24th Ave and NE 26th Ave.",Acer campestre,Hedge maple,1N1E36BB  11400,2517 NE MULTNOMAH ST,,,10.6,,1996,1996-07-05T00:00:00.000Z,Right Of Way,45.53148509,-122.63984782,,,,,,,,,
-122.640599971419675,45.551715104993143,114,107,Heritage,70,96,52,"This tree is a variety of European Beech known as a Copper Beech, Fagus sylvatica f. purpurea.",Fagus sylvatica f. purpurea,European beech,1N1E24CC  3700,2425 NE ALAMEDA ST,,,13.7,,1996,1996-10-23T00:00:00.000Z,"Private, Front Yard",45.55170944,-122.64058575,,,,,,,,,
-122.665948713853652,45.543073133620965,115,108,Heritage,77,98,60,This tree is fully visible from N Graham St.,Juglans nigra,Black walnut,1N1E27AD  8200,2830 WI/ N WILLIAMS AVE,,,15.7,,1996,1996-10-23T00:00:00.000Z,"Private, Rear Yard",45.54306747,-122.66593449,,,,,,,,,
-122.685405026351702,45.518484498958614,116,109,Heritage,38,46,23,This tree is one of 4 Heritage Hawthornes in front of the First Unitarian Church.,Crataegus x lavallei,Lavalle hawthorn,1S1E04AA  3400,1011 SW 12th,,,6.08,,1996,1996-10-23T00:00:00.000Z,Right Of Way,45.51847884,-122.6853908,,,,,,,,,
-122.685435370543701,45.518428818856158,117,110,Heritage,38,46,22,This tree is one of 4 Heritage Hawthornes in front of the First Unitarian Church.,Crataegus x lavallei,Lavalle hawthorn,1S1E04AA  3400,1011 SW 12th,,,5.7,,1996,1996-10-23T00:00:00.000Z,Right Of Way,45.51842316,-122.68542115,,,,,,,,,
-122.685465477580465,45.518366204875214,118,111,Heritage,38,46,22,This tree is one of 4 Heritage Hawthornes in front of the First Unitarian Church.,Crataegus x lavallei,Lavalle hawthorn,1S1E04AA  3400,1011 SW 12th,,,5.75,,1996,1996-10-23T00:00:00.000Z,Right Of Way,45.51836055,-122.68545125,,,,,,,,,
-122.685495909807329,45.51830860362702,119,112,Heritage,38,46,28,This tree is one of 4 Heritage Hawthornes in front of the First Unitarian Church.,Crataegus x lavallei,Lavalle hawthorn,1S1E04AA  3400,1011 SW 12th,,,7.25,,1996,1996-10-23T00:00:00.000Z,Right Of Way,45.51830294,-122.68548169,,,,,,,,,
-122.704653075230965,45.521716290789804,120,113,Heritage,78,73,52,"This tree is opposite this address, on a nib of land between SW Park Pl and Rose Garden Way.",Cedrus deodara,Deodar cedar,1N1E32    100,2403 WI/ SW JEFFERSON ST,,,13.5,,1996,1996-10-23T00:00:00.000Z,Right Of Way,45.52171063,-122.70463885,,,,,,,,,
-122.699506162539222,45.527692542203141,121,114,Removed,85,72,39,north side between NW 23rd Ave and NW 24th Ave.  Removed 2009,Tilia platyphyllos,Bigleaf linden,1N1E33BC  6500,2343 NW IRVING ST,,,10.1,,1996,1996-10-23T00:00:00.000Z,Right Of Way,45.52768688,-122.69949194,,,,,,,,,
-122.649103453543546,45.466980740033662,122,115,Heritage,35,50,44,This the northernmost tree in a pair of Heritage Butternuts along 16th Ave.,Juglans cinerea,Butternut,1S1E23DB  14400,1584 SE LEXINGTON ST,,,11.6,,1996,1996-10-23T00:00:00.000Z,Right Of Way (SE 16th),45.46697508,-122.64908925,,,,,,,,,
-122.649100573544743,45.466904591078922,123,116,Heritage,35,50,48,This the southernmost tree in a pair of Heritage Butternuts along 16th Ave.,Juglans cinerea,Butternut,1S1E23DB  14400,1584 SE LEXINGTON ST,,,12.5,,1996,1996-10-23T00:00:00.000Z,Right Of Way (SE 16th),45.46689893,-122.64908637,,,,,,,,,
-122.63492667292094,45.514764585582455,124,117,Heritage,40,57,51,This tree is adjacent to SE 30th.,Cornus nuttallii,Pacific dogwood,1S1E01BD  5300,2944 SE TAYLOR ST,,,13.3,,1996,1996-10-23T00:00:00.000Z,"Private, Side Yard",45.51475892,-122.63491246,,,,,,,,,
-122.608371425686741,45.514300714146628,125,118,Removed,20,44,24,east side between SE Taylor St and SE Salmon St,Magnolia tripetela,Umbrella magnolia,1S2E06AC  2500,1174 SE 53RD AVE,,,6.3,,1996,1996-10-23T00:00:00.000Z,City of Portland,45.51429505,-122.60835722,,,,,,,,,
-122.701917162608368,45.528362289578297,126,119,Heritage,90,71,55,"This tree has a large witches’ broom, which can be caused by a virus, bacteria, or fungus.",Ulmus x hollandica,Dutch elm,1N1E33BC  15900,2455 NW JOHNSON ST,,,14.3,,1996,1996-10-23T00:00:00.000Z,Right Of Way,45.52835663,-122.70190293,,,,,,,,,
-122.740163288867677,45.485915322423118,127,120,Heritage,91,94,62,This tree is at the entrance to the Robinson Jewish Health Center on SW Boundry St.,Ulmus minor,Smoothleaf elm,1S1E18BC  300,6125 SW BOUNDARY ST,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,16.2,2016-03-01T00:00:00.000Z,1996,1996-10-23T00:00:00.000Z,Private ,45.48590967,-122.74014906,,,,,,,,,
-122.65761666352364,45.543010662834199,128,121,Heritage,78,90,34,"This is the southern tree of a pair at this location; on the west side of the lot, between NE Stanton St and NE Knott.",Acer pseudoplatanus,Sycamore maple,1N1E26BC  11900,2807 NE 8TH AVE,,,8.77,,1997,1997-01-29T00:00:00.000Z,Right Of Way,45.543005,-122.65760244,,,,,,,,,
-122.657615328627131,45.543055595275312,129,122,Heritage,85,90,47,"This is the northern tree of a pair at this location; on the west side of the lot, between NE Stanton St and NE Knott.",Acer pseudoplatanus,Sycamore maple,1N1E26BC  11900,2807 NE 8TH AVE,,,12.3,,1997,1997-01-29T00:00:00.000Z,Right Of Way,45.54304993,-122.6576011,,,,,,,,,
-122.636583148338531,45.524387469371881,130,123,Removed,61,80,55,north side between NE 29th Ave and NE 30th Ave. Removed 6/17/2015 by Ordinance 187198.,Acer macrophyllum,Bigleaf maple,1N1E36CB  2500,2831-2833 NE DAVIS ST,,,14.5,,1997,1997-01-29T00:00:00.000Z,Right Of Way,45.52438181,-122.63656893,,,,,,,,,
-122.608292425145706,45.51415840986224,131,124,Heritage,130,84,54,east side between SE Salmon St and SE Madison St,Liriodendron tulipifera,Tulip tree,1S2E06AC  10300,1208 SE 53RD AVE,,,14.25,,1997,1997-01-29T00:00:00.000Z,"Private, Front Yard",45.51415274,-122.60827822,,,,,,,,,
-122.707644989743187,45.503590966926424,132,125,Heritage,115,60,96,This tree is at the entrance to the residence driveway.,Sequoiadendron giganteum,Giant sequoia,1S1E08AA  15300,2896 SW PATTON RD,,,25,,1997,1997-01-29T00:00:00.000Z,Right Of Way,45.50358531,-122.70763077,,,,,,,,,
-122.695554037921468,45.508983851437186,133,126,Heritage,55,70,41,"This tree is a variety of European Beech known as a Weeping Beech, Fagus sylvatica f. pendula.  The tree is fully visible from the Elm St side of the lot.",Fagus sylvatica f. pendula,Weeping beech,1S1E04CA  11400,2417 SW 16TH AVE,,,10.6,,1997,1997-01-29T00:00:00.000Z,"Private, Side Yard",45.50897819,-122.69553981,,,,,,,,,
-122.69545319753928,45.508711219062626,134,127,Removed,110,104,62,west side between SW Elm St and SW Spring St,Ulmus americana,American elm,1S1E04CA  11400,2417 SW 16TH AVE,,,16.2,,1997,1997-01-29T00:00:00.000Z,"Private, Front Yard",45.50870556,-122.69543897,,,,,,,,,
-122.694764905673608,45.51964083258828,135,128,Heritage,103,82,52,This tree is not visible from the street.,Cedrus libani ssp. atlantica,Atlas cedar,1N1E33CD  7900,2033 SW MADISON ST,,,13.5,,1997,1997-01-29T00:00:00.000Z,"Private, Rear Yard",45.51963517,-122.69475068,,,,,,,,,
-122.689109639057563,45.463022882335885,136,129,Heritage,80,40,37,This tree has poor visibility from the street.,Platanus orientalis,Oriental planetree,1S1E21DC  9500,1032 SW TAYLORS FERRY RD,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,9.6,2016-03-01T00:00:00.000Z,1997,1997-01-29T00:00:00.000Z,"Private, Rear Yard",45.46301723,-122.68909543,,,,,,,,,
-122.728998001538883,45.490631898333021,137,130,Heritage,144,66,67,This tree is at the intersection of Shattuck and Hamilton.,Pinus ponderosa,Ponderosa pine,1S1E18AB  100,4504 SW SHATTUCK RD,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,17.5,2016-03-01T00:00:00.000Z,1997,1997-05-07T00:00:00.000Z,"Private, Front Yard",45.49062625,-122.72898378,,,,,,,,,
-122.607048698651667,45.511871769044163,138,131,Removed,0,0,0,south side between SE 54th Ave and SE 55th Ave,Ulmus glabra `Camperdownii',Camperdown elm,1S2E06DB  8600,5432 SE HAWTHORNE BLVD,,,0,,1997,1997-05-07T00:00:00.000Z,Private,45.5118661,-122.60703449,,,,,,,,,
-122.634711335967538,45.478677686161589,139,132,Heritage,66,63,50,"This tree is just south of the intersection of SE 28th & Woodstock Blvd, inside a fence on Eastmoreland Golf Course.",Cladrastis kentukea,Yellowwood,1S1E13    200,2425 SE BYBEE BLVD,,,13.2,,1997,1997-05-07T00:00:00.000Z,Right Of Way,45.47867202,-122.63469713,,,,,,,,,
-122.690763368325349,45.513061815644413,140,133,Heritage,48,44,29,This tree is visible from SW 14th Ave.,Magnolia grandiflora,Southern magnolia,1S1E04AC  6200,1410 SW HARRISON ST,,,7.6,,1997,1997-05-07T00:00:00.000Z,"Private, Side Yard",45.51305616,-122.69074915,,,,,,,,,
-122.723364231607576,45.529088985531395,141,134,Heritage,243,51,70,This tree is the largest Douglas-fir in Portland and can be found 100 yards from the stone house on the Lower Macleay spur trail along Balch Creek.,Pseudotsuga menziesii,Douglas fir,1N1E32AC  3800,653 NW CULPEPPER TER,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,18.3,2016-03-01T00:00:00.000Z,1997,1997-05-07T00:00:00.000Z,Portland Parks & Recreation (Upper Macleay Park),45.52908333,-122.72335,,,,,,,,,
-122.648893602601603,45.462361954459425,142,135,Heritage,60,38,28,This is the east tree in a pair of Heritage Basswoods at this address.,Tilia americana,Basswood,1S1E23DC  6200,8332 SE 16TH AVE,,,7.3,,1997,1997-05-07T00:00:00.000Z,"Private, Front Yard",45.46235629,-122.6488794,,,,,,,,,
-122.64889090046924,45.462290466743156,143,136,Heritage,60,40,29,This is the west tree in a pair of Heritage Basswoods at this address.,Tilia americana,Basswood,1S1E23DC  6200,8332 SE 16TH AVE,,,7.5,,1997,1997-05-07T00:00:00.000Z,"Private, Front Yard",45.46228481,-122.64887669,,,,,,,,,
-122.69842957838361,45.520786339977121,144,137,Heritage,36,37,23,west side between W Burnside St and SW Main St,Magnolia x soulangiana,Saucer magnolia,1N1E33CC  5400,1041 SW VISTA AVE,,,6,,1997,1997-05-07T00:00:00.000Z,"Private, Front Yard",45.52078068,-122.69841535,,,,,,,,,
-122.6007260951706,45.529281290403091,145,138,Removed,43,47,35,south side between NE 60th Ave and NE 63rd Ave,Arbutus menziesii,Madrone,1N2E31AD  800,6116 NE WILLOW ST,,,9.2,,1997,1997-05-07T00:00:00.000Z,Private,45.52927562,-122.60071188,,,,,,,,,
-122.706647538180945,45.487540380411474,146,139,Heritage,114,33,44,west side between SW Dosch Rd and SW Campbell Ct,Pinus ponderosa,Ponderosa pine,1S1E17AA  7600,4825 SW DOSCH PARK LN,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,11.4,2016-03-01T00:00:00.000Z,1997,1997-07-30T00:00:00.000Z,"Private, Front Yard",45.48753473,-122.70663332,,,,,,,,,
-122.706706237694888,45.487559264896156,147,140,Heritage,130,28,47,This tree is behind the house at this address and is not very visible.,Pinus ponderosa,Ponderosa pine,1S1E17AA  7600,4825 SW DOSCH PARK LN,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,12.2,2016-03-01T00:00:00.000Z,1997,1997-07-30T00:00:00.000Z,"Private, Rear Yard",45.48755361,-122.70669202,,,,,,,,,
-122.707252439438761,45.487590561636154,148,141,Heritage,97,84,63,"This tree is on west side of the lot, between SW Dosch Rd and SW Campbell Ct.",Quercus garryana,Oregon white oak,1S1E17AA  7600,4825 SW DOSCH PARK LN,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,16.5,2016-03-01T00:00:00.000Z,1997,1997-07-30T00:00:00.000Z,"Private, Rear Yard",45.48758491,-122.70723822,,,,,,,,,
-122.707009502646599,45.487591843230852,149,142,Removed,100,90,48,Uprooted January 2011. Removed 6/17/2015 by Ordinance 187198.,Quercus garryana,Oregon white oak,1S1E17AA  7600,4825 SW DOSCH PARK LN,,,12.45,,1997,1997-07-30T00:00:00.000Z,Private,45.48758619,-122.70699528,,,,,,,,,
-122.7066980226016,45.487292568354668,150,143,Heritage,85,63,48,"This tree is on west side of the lot, between SW Dosch Rd and SW Campbell Ct.",Quercus garryana,Oregon white oak,1S1E17AA  7600,4825 SW DOSCH PARK LN,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,12.5,2016-03-01T00:00:00.000Z,1997,1997-07-30T00:00:00.000Z,"Private, Rear Yard",45.48728691,-122.7066838,,,,,,,,,
-122.706640972394538,45.487428986006705,151,144,Heritage,104,48,31,This tree is on east side of house.,Pinus strobus,Eastern white pine,1S1E17AA  7600,4825 SW DOSCH PARK LN,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,8.2,2016-03-01T00:00:00.000Z,1997,1997-07-30T00:00:00.000Z,"Private, Side Yard",45.48742333,-122.70662675,,,,,,,,,
-122.706538726148906,45.487414575423117,152,145,Heritage,106,63,36,This tree has poor visibility from the street.,Thuja plicata,Western redcedar,1S1E17AA  7600,4825 SW DOSCH PARK LN,2016-03-01T00:00:00.000Z,,9.3,2016-03-01T00:00:00.000Z,1997,1997-07-30T00:00:00.000Z,"Private, Rear Yard",45.48740892,-122.70652451,,,,,,,,,
-122.707162880998197,45.487436158548697,153,146,Heritage,118,27,41,This tree is at the SW corner of the house.,Calocedrus decurrens,Incense cedar,1S1E17AA  7600,4825 SW DOSCH PARK LN,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,10.7,2016-03-01T00:00:00.000Z,1997,1997-07-30T00:00:00.000Z,"Private, Front Yard",45.4874305,-122.70714866,,,,,,,,,
-122.707104761795947,45.487767814405231,154,147,Heritage,112,48,46,This tree is at the south corner of the house.,Picea sitchensis,Sitka spruce,1S1E17AA  7800,4711 SW CAMPBELL CT,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,12,2016-03-01T00:00:00.000Z,1997,1997-07-30T00:00:00.000Z,"Private, Side Yard",45.48776216,-122.70709054,,,,,,,,,
-122.70572484441665,45.508334220239973,155,148,Heritage,110,62,52,"This tree is found at the southeast corner of this lot, near Buena Vista Dr.",Pseudotsuga menziesii,Douglas fir,1S1E05DD  4200,2525 SW MONTGOMERY DR,,,13.6,,1997,1997-07-30T00:00:00.000Z,Right of Way,45.50832856,-122.70571062,,,,,,,,,
-122.713191158662951,45.532554177844325,156,149,Heritage,61,69,34,This tree was planted ca. 1910 and is visible from NW 30th Ave.,Styphnolobium japonica,Japanese pagoda tree,1N1E32BA  300,3075 NW CORNELL RD,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,9,2016-03-01T00:00:00.000Z,1997,1997-07-30T00:00:00.000Z,"Private, Side Yard",45.53254852,-122.71317693,,,,,,,,,
